Project Name	Sample Number	Station ID	Sample Date	Sample Time	Sample Type	Cost Code	Agency Bill Code	Trip ID	Sample Description	Collector	Sample Received Date	Chain of Custody	Replicate Number	Test Number	Method Agency	Method ID	Method Description	Param Description	CAS Number	Matrix Description	Problem Identifier	Result Code	Result Value	Lower Report Limit	Method Detect Limit	Sample Detect Limit	Sample Report Limit	Units	Dilution Factor	Batch Number	Analysis Date	Project Comment	Sample Comment	Test Comment	Result Comment
C2020-01314	2270834		05/18/2020 12:00:00 AM	10:00		350	27		BRYCE CANYON BC65W SITLA2	JW	05/20/2020 12:00:00 AM	F	1	10573767	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Mg	7439-95-4	Water, Filtered			29.0	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01314	2270834		05/18/2020 12:00:00 AM	10:00		350	27		BRYCE CANYON BC65W SITLA2	JW	05/20/2020 12:00:00 AM	F	1	10573767	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Na	7440-23-5	Water, Filtered			7.04	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01314	2270834		05/18/2020 12:00:00 AM	10:00		350	27		BRYCE CANYON BC65W SITLA2	JW	05/20/2020 12:00:00 AM	F	1	10573768	SM 	 2340B	SM2340B Hardness Calculation. Entries are computed on save	Hardness		Water, Filtered			224	6.62	3.33			MG-L							
C2020-01315	2270827		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573731	EPA 	 120.1	EPA 120.1 Specific Conductivity	Conductivity		Water			404	2	0.083	0.083	2	UMHOS-CM	1	EPA120.1-20200604-1	06/04/2020 12:00:00 AM				
C2020-01315	2270827		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573729	EPA 	 160.1	EPA 160.1 Total Dissolved Solids (TDS)	Total Dissolved Solids		Water			198	20.00	15.0	15.0	20.0	MG-L	1	EPA160.1-20200526-1	05/22/2020 12:00:00 AM				
C2020-01315	2270827		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573730	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water	<	U	4.0	4.000	1.83	1.83	4.00	MG-L	1	EPA160.2-20200522-1	05/21/2020 12:00:00 AM				
C2020-01315	2270827		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573725	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water			13.9	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20200520-1	05/20/2020 12:00:00 AM				
C2020-01315	2270827		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573727	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water			7.71	3.5	0.35	0.35	3.5	MG-L	1	EPA325.2-20200601-1	06/01/2020 12:00:00 AM				
C2020-01315	2270827		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573726	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water	<	U	20.0	20.00	11.1	11.1	20.0	MG-L	1	EPA375.2-20200602-1	06/02/2020 12:00:00 AM				
C2020-01315	2270827		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573728	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			190	4	3.92	3.92	4	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01315	2270827		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573728	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			114	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01315	2270827		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573728	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			232	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01315	2270827		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573728	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Carbonate	3812-32-6	Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01315	2270827		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573728	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Free Carbon Dioxide	124-38-9	Water			33.0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01315	2270827		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573728	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Hydroxide		Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01315	2270827		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573728	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	pH		Water			7.061	0.001	0.001			NONE	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01315	2270835		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573769	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Ca	7440-70-2	Water, Filtered			49.4	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01315	2270835		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573769	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	K	7440-09-7	Water, Filtered			1.69	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01315	2270835		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573769	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Mg	7439-95-4	Water, Filtered			18.4	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01315	2270835		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573769	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Na	7440-23-5	Water, Filtered			5.86	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01315	2270835		05/18/2020 12:00:00 AM	13:00		350	27		BRYCE CANYON BC84W HWY 12	JW	05/20/2020 12:00:00 AM	F	1	10573770	SM 	 2340B	SM2340B Hardness Calculation. Entries are computed on save	Hardness		Water, Filtered			199	6.62	3.33			MG-L							
C2020-01316	2270828		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573739	EPA 	 120.1	EPA 120.1 Specific Conductivity	Conductivity		Water			377	2	0.083	0.083	2	UMHOS-CM	1	EPA120.1-20200604-1	06/04/2020 12:00:00 AM				
C2020-01316	2270828		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573737	EPA 	 160.1	EPA 160.1 Total Dissolved Solids (TDS)	Total Dissolved Solids		Water			194	20.00	15.0	15.0	20.0	MG-L	1	EPA160.1-20200526-1	05/22/2020 12:00:00 AM				
C2020-01316	2270828		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573738	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water	<	U	4.0	4.000	1.83	1.83	4.00	MG-L	1	EPA160.2-20200522-1	05/21/2020 12:00:00 AM				
C2020-01316	2270828		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573733	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water			0.49	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20200520-1	05/20/2020 12:00:00 AM				
C2020-01316	2270828		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573735	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water			12.1	3.5	0.35	0.35	3.5	MG-L	1	EPA325.2-20200601-1	06/01/2020 12:00:00 AM				
C2020-01316	2270828		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573734	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water	<	U	20.0	20.00	11.1	11.1	20.0	MG-L	1	EPA375.2-20200602-1	06/02/2020 12:00:00 AM				
C2020-01316	2270828		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573736	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			169	4	3.92	3.92	4	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01316	2270828		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573736	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			102	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01316	2270828		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573736	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			207	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01316	2270828		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573736	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Carbonate	3812-32-6	Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01316	2270828		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573736	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Free Carbon Dioxide	124-38-9	Water			29.4	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01316	2270828		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573736	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Hydroxide		Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01316	2270828		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573736	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	pH		Water			7.061	0.001	0.001			NONE	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01316	2270829		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573741	EPA 	 353.2	EPA Method 353.2 Nitrate + Nitrite	Nitrate + Nitrite as Nitrogen		Water			0.782	0.100	0.023	0.023	0.1	MG-L	1	EPA353.2-NO32-20200526-1	05/22/2020 12:00:00 AM				
C2020-01316	2270836		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573771	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Ca	7440-70-2	Water, Filtered			50.3	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01316	2270836		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573771	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	K	7440-09-7	Water, Filtered	<	U	1.0	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01316	2270836		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573771	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Mg	7439-95-4	Water, Filtered			15.7	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01316	2270836		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573771	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Na	7440-23-5	Water, Filtered			3.49	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01316	2270836		05/18/2020 12:00:00 AM	16:00		350	27		BRYCE BC38W RUBY 6	JW	05/20/2020 12:00:00 AM	F	1	10573772	SM 	 2340B	SM2340B Hardness Calculation. Entries are computed on save	Hardness		Water, Filtered			190	6.62	3.33			MG-L							
C2020-01317	2270830		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573748	EPA 	 120.1	EPA 120.1 Specific Conductivity	Conductivity		Water			506	2	0.083	0.083	2	UMHOS-CM	1	EPA120.1-20200604-1	06/04/2020 12:00:00 AM				
C2020-01317	2270830		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573746	EPA 	 160.1	EPA 160.1 Total Dissolved Solids (TDS)	Total Dissolved Solids		Water			252	20.00	15.0	15.0	20.0	MG-L	1	EPA160.1-20200526-1	05/22/2020 12:00:00 AM				
C2020-01317	2270830		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573747	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water	<	U	4.0	4.000	1.83	1.83	4.00	MG-L	1	EPA160.2-20200522-1	05/21/2020 12:00:00 AM				
C2020-01317	2270830		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573742	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water			0.339	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20200520-1	05/20/2020 12:00:00 AM				
C2020-01317	2270830		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573744	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water			8.3	3.5	0.35	0.35	3.5	MG-L	1	EPA325.2-20200601-1	06/01/2020 12:00:00 AM				
C2020-01317	2270830		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573743	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water	<	U	20.0	20.00	11.1	11.1	20.0	MG-L	1	EPA375.2-20200602-1	06/02/2020 12:00:00 AM				
C2020-01317	2270830		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573745	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			241	4	3.92	3.92	4	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01317	2270830		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573745	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			145	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01317	2270830		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573745	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			295	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01317	2270830		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573745	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Carbonate	3812-32-6	Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01317	2270830		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573745	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Free Carbon Dioxide	124-38-9	Water			15.9	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01317	2270830		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573745	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Hydroxide		Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01317	2270830		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573745	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	pH		Water			7.481	0.001	0.001			NONE	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01317	2270837		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573773	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Ca	7440-70-2	Water, Filtered			48.8	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01317	2270837		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573773	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	K	7440-09-7	Water, Filtered			1.14	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01317	2270837		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573773	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Mg	7439-95-4	Water, Filtered			32.0	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01317	2270837		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573773	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Na	7440-23-5	Water, Filtered			9.06	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01317	2270837		05/19/2020 12:00:00 AM	10:20		350	27		BRYCE BC25W UDOT	JW	05/20/2020 12:00:00 AM	F	1	10573774	SM 	 2340B	SM2340B Hardness Calculation. Entries are computed on save	Hardness		Water, Filtered			254	6.62	3.33			MG-L							
C2020-01318	2270831		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573756	EPA 	 120.1	EPA 120.1 Specific Conductivity	Conductivity		Water			508	2	0.083	0.083	2	UMHOS-CM	1	EPA120.1-20200604-1	06/04/2020 12:00:00 AM				
C2020-01318	2270831		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573754	EPA 	 160.1	EPA 160.1 Total Dissolved Solids (TDS)	Total Dissolved Solids		Water			254	20.00	15.0	15.0	20.0	MG-L	1	EPA160.1-20200526-1	05/22/2020 12:00:00 AM				
C2020-01318	2270831		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573755	EPA 	 160.2	EPA 160.2 Total Suspended Solids (TSS)	Total Suspended Solids		Water	<	U	4.0	4.000	1.83	1.83	4.00	MG-L	1	EPA160.2-20200522-1	05/21/2020 12:00:00 AM				
C2020-01318	2270831		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573750	EPA 	 180.1	EPA Method 180.1 Turbidity	Turbidity		Water			0.451	0.1	0.096	0.096	0.1	NTU	1	EPA180.1-20200520-1	05/20/2020 12:00:00 AM				
C2020-01318	2270831		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573752	EPA 	 325.2	EPA Method 325.2 Chloride	Chloride	16887-00-6	Water	<	U	3.5	3.5	0.35	0.35	3.5	MG-L	1	EPA325.2-20200601-1	06/01/2020 12:00:00 AM				
C2020-01318	2270831		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573751	EPA 	 375.2	EPA Method 375.2 Sulfate	Sulfate	14808-79-8	Water	<	U	20.0	20.00	11.1	11.1	20.0	MG-L	1	EPA375.2-20200602-1	06/02/2020 12:00:00 AM				
C2020-01318	2270831		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573753	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Calcium Carbonate		Water			268	4	3.92	3.92	4	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01318	2270831		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573753	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Alkalinity as Carbonate		Water			161	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01318	2270831		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573753	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Bicarbonate	71-52-3	Water			326	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01318	2270831		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573753	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Carbonate	3812-32-6	Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01318	2270831		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573753	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Free Carbon Dioxide	124-38-9	Water			46.5	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01318	2270831		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573753	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	Hydroxide		Water		U	0	0.001	0.001	0.001	0.001	MG-L	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01318	2270831		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573753	SM 	 2320B	SM 2320 B - Alkalinity, bicarbonate, carbonate, pH	pH		Water			7.061	0.001	0.001			NONE	1	SM2320B-20200522-1	05/21/2020 12:00:00 AM				
C2020-01318	2270838		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573775	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Ca	7440-70-2	Water, Filtered			49.8	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01318	2270838		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573775	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	K	7440-09-7	Water, Filtered	<	U	1.0	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
C2020-01318	2270838		05/19/2020 12:00:00 AM	11:05		350	27		BRYCE BC44W NPS1	JW	05/20/2020 12:00:00 AM	F	1	10573775	EPA 	 200.7	EPA Method 200.7 ICP/OES Metals - 20191016 Moved from EXCLUDE Group to MTL	Mg	7439-95-4	Water, Filtered			35.9	1	.5	0.5	1.0	MG-L	1.00	EPA200.7-20200522-1	05/21/2020 12:00:00 AM				
